drug1,drug2,cell,score,label
ABT-888,SORAFENIB,RKO,24.38215762,1
ABT-888,SORAFENIB,RPMI7951,10.40454585,1
ABT-888,SORAFENIB,SKMES1,17.41794704,1
ABT-888,SORAFENIB,SKOV3,14.06439559,1
ABT-888,SORAFENIB,SW620,15.89637086,1
ABT-888,SORAFENIB,T47D,13.26383871,1
ABT-888,SORAFENIB,UACC62,17.27990593,1
ABT-888,SORAFENIB,ZR751,-4.469226553,0
ABT-888,TOPOTECAN,A2058,-1.187531198,0
ABT-888,TOPOTECAN,A2780,11.86213265,1
ABT-888,TOPOTECAN,A375,-30.05242132,0
ABT-888,TOPOTECAN,A427,-3.321785774,0
ABT-888,TOPOTECAN,ES2,-15.16316218,0
ABT-888,TOPOTECAN,HCT116,-5.778504579,0
ABT-888,TOPOTECAN,HT144,-12.71817083,0
ABT-888,TOPOTECAN,HT29,-13.74201482,0
ABT-888,TOPOTECAN,LNCAP,-5.314052222,0
ABT-888,TOPOTECAN,LOVO,-20.57774761,0
ABT-888,TOPOTECAN,MSTO,-3.889944556,0
ABT-888,TOPOTECAN,NCIH1650,-16.28525243,0
ABT-888,TOPOTECAN,NCIH2122,-5.01979887,0
ABT-888,TOPOTECAN,NCIH23,-13.17469848,0
ABT-888,TOPOTECAN,NCIH460,-35.55824357,0
ABT-888,TOPOTECAN,NCIH520,-3.088285265,0
ABT-888,TOPOTECAN,OV90,-8.185136381,0
ABT-888,TOPOTECAN,RKO,-12.44712596,0
ABT-888,TOPOTECAN,RPMI7951,-2.173326235,0
ABT-888,TOPOTECAN,SKMEL30,-7.161263697,0
ABT-888,TOPOTECAN,SKMES1,-17.67508406,0
ABT-888,TOPOTECAN,SKOV3,-9.215505679,0
ABT-888,TOPOTECAN,SW837,-13.77537319,0
ABT-888,TOPOTECAN,T47D,10.2752314,1
ABT-888,TOPOTECAN,UACC62,-5.778245151,0
ABT-888,TOPOTECAN,VCAP,-16.73042364,0
ABT-888,TOPOTECAN,ZR751,-3.791271445,0
AZD1775,ABT-888,A2058,10.2488078,1
AZD1775,ABT-888,A427,-5.445983699,0
AZD1775,ABT-888,ES2,-4.590645148,0
AZD1775,ABT-888,HCT116,-3.433794426,0
AZD1775,ABT-888,LNCAP,-11.56591243,0
AZD1775,ABT-888,LOVO,-3.458477151,0
AZD1775,ABT-888,NCIH1650,-0.312991935,0
AZD1775,ABT-888,NCIH2122,-4.003597153,0
AZD1775,ABT-888,NCIH23,-5.239526716,0
AZD1775,ABT-888,NCIH460,-6.604038563,0
AZD1775,ABT-888,OV90,-1.193231813,0
AZD1775,ABT-888,RKO,-2.089315318,0
AZD1775,ABT-888,RPMI7951,-0.368614747,0
AZD1775,ABT-888,SKOV3,12.58395083,1
AZD1775,ABT-888,SW620,-2.961819211,0
AZD1775,ABT-888,SW837,-10.75733812,0
AZD1775,ABT-888,T47D,-10.32331212,0
AZD1775,ABT-888,VCAP,-10.38201033,0
AZD1775,ABT-888,ZR751,-11.19139976,0
AZD1775,BEZ-235,A2058,22.52066544,1
AZD1775,BEZ-235,A2058,22.52066544,0
AZD1775,BEZ-235,A2780,19.52499114,1
AZD1775,BEZ-235,A375,62.98332484,1
AZD1775,BEZ-235,A375,62.98332484,1
AZD1775,BEZ-235,A427,27.33669558,1
AZD1775,BEZ-235,CAOV3,20.03637879,1
AZD1775,BEZ-235,CAOV3,20.03637879,1
AZD1775,BEZ-235,ES2,22.48587068,1
AZD1775,BEZ-235,HCT116,38.18009264,1
AZD1775,BEZ-235,HCT116,38.18009264,1
AZD1775,BEZ-235,HT144,30.76397327,1
AZD1775,BEZ-235,HT29,25.98448167,1
AZD1775,BEZ-235,KPL1,21.91627509,1
AZD1775,BEZ-235,LNCAP,61.89051853,1
AZD1775,BEZ-235,LOVO,16.15500739,1
AZD1775,BEZ-235,LOVO,16.15500739,0
AZD1775,BEZ-235,MDAMB436,27.5112821,1
AZD1775,BEZ-235,MSTO,24.1922954,1
AZD1775,BEZ-235,NCIH1650,27.77110381,1
AZD1775,BEZ-235,NCIH2122,9.22907942,0
AZD1775,BEZ-235,NCIH23,7.974796872,1
AZD1775,BEZ-235,NCIH460,38.21325157,1
AZD1775,BEZ-235,NCIH520,28.82820786,1
AZD1775,BEZ-235,OV90,15.8839717,1
AZD1775,BEZ-235,RKO,31.73685611,1
AZD1775,BEZ-235,RPMI7951,19.69537341,1
AZD1775,BEZ-235,SKMEL30,19.14308402,1
AZD1775,BEZ-235,SKMES1,26.5938059,1
AZD1775,BEZ-235,SKOV3,25.46992744,1
AZD1775,BEZ-235,SW620,18.54948291,1
AZD1775,BEZ-235,SW620,18.54948291,1
AZD1775,BEZ-235,SW837,23.61253202,1
AZD1775,BEZ-235,T47D,93.72819505,1
AZD1775,BEZ-235,UACC62,23.04106128,1
AZD1775,BEZ-235,ZR751,19.34973868,1
AZD1775,BORTEZOMIB,A2780,-17.55948042,0
AZD1775,BORTEZOMIB,A427,-18.34661485,0
AZD1775,BORTEZOMIB,CAOV3,-20.03555451,0
AZD1775,BORTEZOMIB,ES2,-18.64255603,0
AZD1775,BORTEZOMIB,HCT116,-3.033524443,0
AZD1775,BORTEZOMIB,HT144,-1.617554506,0
AZD1775,BORTEZOMIB,HT29,-18.92954483,0
AZD1775,BORTEZOMIB,KPL1,-2.976110225,0
AZD1775,BORTEZOMIB,LNCAP,-11.56046415,0
AZD1775,BORTEZOMIB,LOVO,-6.806273259,0
AZD1775,BORTEZOMIB,MDAMB436,-5.016650683,0
AZD1775,BORTEZOMIB,MSTO,36.59996851,1
AZD1775,BORTEZOMIB,NCIH1650,-19.84631947,0
AZD1775,BORTEZOMIB,NCIH2122,-16.26938113,0
AZD1775,BORTEZOMIB,NCIH23,-18.820814,0
AZD1775,BORTEZOMIB,NCIH520,-18.59569714,0
AZD1775,BORTEZOMIB,OV90,-11.91326085,0
AZD1775,BORTEZOMIB,RKO,-12.67666435,0
AZD1775,BORTEZOMIB,RPMI7951,-17.90369234,0
AZD1775,BORTEZOMIB,SKMEL30,-15.70918499,0
AZD1775,BORTEZOMIB,SKMES1,-18.74799388,0
AZD1775,BORTEZOMIB,SW620,-6.008926524,0
AZD1775,BORTEZOMIB,T47D,-16.28306878,0
AZD1775,BORTEZOMIB,UACC62,-5.240501085,0
AZD1775,BORTEZOMIB,VCAP,-24.43246657,0
AZD1775,BORTEZOMIB,ZR751,-11.21496757,0
AZD1775,DASATINIB,A2058,54.7695814,1
AZD1775,DASATINIB,A2058,54.7695814,1
AZD1775,DASATINIB,A2780,63.3161055,1
AZD1775,DASATINIB,A375,65.96928795,1
AZD1775,DASATINIB,A375,65.96928795,1
AZD1775,DASATINIB,A427,43.27366132,1
AZD1775,DASATINIB,A427,43.27366132,1
AZD1775,DASATINIB,CAOV3,16.80853825,1
AZD1775,DASATINIB,CAOV3,16.80853825,1
AZD1775,DASATINIB,ES2,27.67755693,1
AZD1775,DASATINIB,ES2,27.67755693,1
AZD1775,DASATINIB,HCT116,24.30600247,1
AZD1775,DASATINIB,HCT116,24.30600247,1
AZD1775,DASATINIB,HT29,24.24402391,1
AZD1775,DASATINIB,HT29,24.24402391,1
AZD1775,DASATINIB,KPL1,35.72886618,1
AZD1775,DASATINIB,LNCAP,24.71473218,1
AZD1775,DASATINIB,LOVO,28.84528363,1
AZD1775,DASATINIB,LOVO,28.84528363,1
AZD1775,DASATINIB,MDAMB436,39.31007727,1
AZD1775,DASATINIB,MSTO,56.50941313,1
AZD1775,DASATINIB,NCIH1650,41.56942014,1
AZD1775,DASATINIB,NCIH1650,41.56942014,1
AZD1775,DASATINIB,NCIH2122,-5.149313403,0
AZD1775,DASATINIB,NCIH2122,-5.149313403,0
AZD1775,DASATINIB,NCIH23,33.95577223,1
AZD1775,DASATINIB,NCIH23,33.95577223,1
AZD1775,DASATINIB,NCIH460,24.67543309,1
AZD1775,DASATINIB,NCIH520,42.09049498,1
AZD1775,DASATINIB,OV90,25.65497092,1
AZD1775,DASATINIB,RKO,41.91153524,1
AZD1775,DASATINIB,RPMI7951,19.84020877,1
AZD1775,DASATINIB,SKMEL30,12.65571211,1
AZD1775,DASATINIB,SKMES1,14.35981633,1
AZD1775,DASATINIB,SKOV3,18.44791614,1
AZD1775,DASATINIB,SW620,63.86497013,1
AZD1775,DASATINIB,SW620,63.86497013,1
AZD1775,DASATINIB,SW837,37.53767894,1
AZD1775,DASATINIB,T47D,10.49875118,1
AZD1775,DASATINIB,UACC62,29.47712099,1
AZD1775,DASATINIB,VCAP,20.51484393,1
AZD1775,DASATINIB,ZR751,-23.97165911,0
AZD1775,DINACICLIB,A2058,-12.36585978,0
AZD1775,DINACICLIB,A2780,-4.941389456,0
AZD1775,DINACICLIB,A427,-11.37380434,0
AZD1775,DINACICLIB,CAOV3,-21.76145014,0
AZD1775,DINACICLIB,ES2,-6.191822846,0
AZD1775,DINACICLIB,HCT116,-3.426543564,0
AZD1775,DINACICLIB,HT144,-0.053685457,0
AZD1775,DINACICLIB,HT29,-8.139024226,0
AZD1775,DINACICLIB,KPL1,-2.589509381,0
AZD1775,DINACICLIB,LNCAP,18.88790802,1
AZD1775,DINACICLIB,LOVO,-15.35342803,0
AZD1775,DINACICLIB,MDAMB436,-0.869457093,0
AZD1775,DINACICLIB,MSTO,-6.215169685,0
AZD1775,DINACICLIB,NCIH1650,-9.251873363,0
AZD1775,DINACICLIB,NCIH2122,-11.4558726,0
AZD1775,DINACICLIB,NCIH23,-24.27417292,0
AZD1775,DINACICLIB,NCIH460,-3.545286749,0
AZD1775,DINACICLIB,NCIH520,-3.328376684,0
AZD1775,DINACICLIB,OV90,-17.31290487,0
AZD1775,DINACICLIB,RPMI7951,-6.600154786,0
AZD1775,DINACICLIB,SKMEL30,-9.038234997,0
AZD1775,DINACICLIB,SKMES1,-18.11300988,0
AZD1775,DINACICLIB,SKOV3,-6.234547437,0
AZD1775,DINACICLIB,SW620,-8.463039328,0
AZD1775,DINACICLIB,SW837,-5.084259188,0
AZD1775,DINACICLIB,T47D,-8.963166233,0
AZD1775,DINACICLIB,VCAP,-27.30666551,0
AZD1775,DINACICLIB,ZR751,-14.95849747,0
AZD1775,ERLOTINIB,A375,16.18114066,1
AZD1775,ERLOTINIB,A427,-0.642974741,0
AZD1775,ERLOTINIB,CAOV3,23.63531282,1
AZD1775,ERLOTINIB,HCT116,-4.058734724,0
AZD1775,ERLOTINIB,HT144,13.30703174,1
AZD1775,ERLOTINIB,KPL1,14.65295972,1
AZD1775,ERLOTINIB,LOVO,14.13132658,1
AZD1775,ERLOTINIB,NCIH1650,11.47753567,1
AZD1775,ERLOTINIB,NCIH23,-3.41903346,0
AZD1775,ERLOTINIB,NCIH460,-1.129319468,0
AZD1775,ERLOTINIB,NCIH520,-0.657913547,0
AZD1775,ERLOTINIB,OV90,-3.758827589,0
AZD1775,ERLOTINIB,RPMI7951,10.08735239,1
AZD1775,ERLOTINIB,SKMEL30,-2.161574901,0
AZD1775,ERLOTINIB,SKMES1,13.75141599,1
AZD1775,ERLOTINIB,SKOV3,16.19113362,1
AZD1775,ERLOTINIB,SW620,-7.662819577,0
AZD1775,ERLOTINIB,SW837,26.33971849,1
AZD1775,ERLOTINIB,UACC62,19.63406633,1
AZD1775,GELDANAMYCIN,A2780,-3.119884147,0
AZD1775,GELDANAMYCIN,A375,18.74188127,1
AZD1775,GELDANAMYCIN,A427,-8.031940028,0
AZD1775,GELDANAMYCIN,HCT116,19.83084751,1
AZD1775,GELDANAMYCIN,HT144,15.22143267,1
AZD1775,GELDANAMYCIN,HT29,-9.885905517,0
AZD1775,GELDANAMYCIN,LNCAP,11.3912156,1
AZD1775,GELDANAMYCIN,LOVO,-9.604777135,0
AZD1775,GELDANAMYCIN,MSTO,-14.8467137,0
AZD1775,GELDANAMYCIN,NCIH1650,-6.795157456,0
AZD1775,GELDANAMYCIN,NCIH2122,-11.43914148,0
AZD1775,GELDANAMYCIN,NCIH23,-19.31689367,0
AZD1775,GELDANAMYCIN,NCIH460,-5.186641338,0
AZD1775,GELDANAMYCIN,NCIH520,-3.428920809,0
AZD1775,GELDANAMYCIN,OV90,-16.49296861,0
AZD1775,GELDANAMYCIN,RPMI7951,-10.08765428,0
AZD1775,GELDANAMYCIN,SKMEL30,19.36086276,1
AZD1775,GELDANAMYCIN,SKMES1,-0.464487801,0
AZD1775,GELDANAMYCIN,SKOV3,-1.618784014,0
AZD1775,GELDANAMYCIN,SW620,-9.336885378,0
AZD1775,GELDANAMYCIN,SW837,-5.092495849,0
AZD1775,GELDANAMYCIN,T47D,-15.83642827,0
AZD1775,GELDANAMYCIN,UACC62,15.32540434,1
AZD1775,GELDANAMYCIN,VCAP,-20.01642439,0
AZD1775,GELDANAMYCIN,ZR751,-12.46712116,0
AZD1775,LAPATINIB,A2780,10.93963884,1
AZD1775,LAPATINIB,A375,21.2157936,1
AZD1775,LAPATINIB,A427,-0.424247435,0
AZD1775,LAPATINIB,CAOV3,29.90778381,1
AZD1775,LAPATINIB,ES2,11.91598268,1
AZD1775,LAPATINIB,HCT116,11.76226929,1
AZD1775,LAPATINIB,HT144,15.75875662,1
AZD1775,LAPATINIB,HT29,-0.763121553,0
AZD1775,LAPATINIB,LNCAP,-12.22936762,0
AZD1775,LAPATINIB,LOVO,23.42830874,1
AZD1775,LAPATINIB,MDAMB436,10.92236572,1
AZD1775,LAPATINIB,NCIH1650,11.32363051,1
AZD1775,LAPATINIB,NCIH460,-4.867320428,0
AZD1775,LAPATINIB,OV90,-6.395195141,0
AZD1775,LAPATINIB,RPMI7951,19.61849388,1
AZD1775,LAPATINIB,SKMES1,13.97440808,1
AZD1775,LAPATINIB,SKOV3,19.23181085,1
AZD1775,LAPATINIB,SW620,-1.392521851,0
AZD1775,LAPATINIB,SW837,33.69723988,1
AZD1775,LAPATINIB,UACC62,22.17051952,1
AZD1775,LAPATINIB,VCAP,10.36320098,1
AZD1775,LAPATINIB,ZR751,-12.03149739,0
AZD1775,MK-2206,A2058,18.8447263,1
AZD1775,MK-2206,A2780,21.08159858,1
AZD1775,MK-2206,A375,22.7261358,1
AZD1775,MK-2206,A427,18.36720853,1
AZD1775,MK-2206,CAOV3,23.94126471,1
AZD1775,MK-2206,ES2,12.01910507,1
AZD1775,MK-2206,HCT116,12.69736642,1
AZD1775,MK-2206,KPL1,27.62449166,1
AZD1775,MK-2206,LNCAP,14.49977139,1
AZD1775,MK-2206,LOVO,18.25595385,1
AZD1775,MK-2206,MDAMB436,12.62890167,1
AZD1775,MK-2206,MSTO,16.57103837,1
AZD1775,MK-2206,NCIH1650,15.34344298,1
AZD1775,MK-2206,NCIH23,13.42618929,1
AZD1775,MK-2206,NCIH460,10.16748008,1
AZD1775,MK-2206,NCIH520,13.29843624,1
AZD1775,MK-2206,RKO,11.16933328,1
AZD1775,MK-2206,RPMI7951,11.2010239,1
AZD1775,MK-2206,SKMES1,29.43976676,1
AZD1775,MK-2206,SKOV3,28.77331594,1
AZD1775,MK-2206,SW620,10.22639185,1
AZD1775,MK-2206,SW837,20.6844303,1
AZD1775,MK-2206,T47D,12.86462868,1
AZD1775,MK-2206,UACC62,16.46353318,1
AZD1775,MK-2206,VCAP,-9.605536278,0
AZD1775,MK-4827,A2058,32.76872947,1
AZD1775,MK-4827,A375,20.43024601,1
AZD1775,MK-4827,CAOV3,-0.744029904,0
AZD1775,MK-4827,ES2,-5.588515554,0
AZD1775,MK-4827,LNCAP,13.11710144,1
AZD1775,MK-4827,MDAMB436,16.54699489,1
AZD1775,MK-4827,MSTO,-8.629142265,0
AZD1775,MK-4827,NCIH1650,22.48071637,1
AZD1775,MK-4827,NCIH2122,25.08213802,1
AZD1775,MK-4827,OV90,-1.462006373,0
AZD1775,MK-4827,RKO,17.64030104,1
AZD1775,MK-4827,RPMI7951,18.26447956,1
AZD1775,MK-4827,SKMEL30,13.75569731,1
AZD1775,MK-4827,SKMES1,14.99751682,1
AZD1775,MK-4827,SKOV3,17.12926176,1
AZD1775,MK-4827,SW837,17.78388579,1
AZD1775,MK-4827,T47D,11.04600911,1
AZD1775,MK-4827,UACC62,21.79819028,1
AZD1775,MK-4827,ZR751,11.72948608,1
AZD1775,MK-5108,A2058,-9.504263856,0
AZD1775,MK-5108,A427,-4.345642765,0
AZD1775,MK-5108,CAOV3,-7.53552606,0
AZD1775,MK-5108,HCT116,11.00156171,1
AZD1775,MK-5108,NCIH1650,11.0245998,1
AZD1775,MK-5108,NCIH2122,-15.78427287,0
AZD1775,MK-5108,NCIH460,-2.649376712,0
AZD1775,MK-5108,RPMI7951,-4.481146443,0
AZD1775,MK-5108,SKMES1,-2.911218585,0
AZD1775,MK-5108,SKOV3,23.42185222,1
AZD1775,MK-5108,UACC62,13.34598779,1
AZD1775,MK-5108,VCAP,-7.136631412,0
AZD1775,MK-5108,ZR751,-7.277957235,0
AZD1775,MK-8669,A2058,38.93836298,1
AZD1775,MK-8669,A2780,26.15576468,1
AZD1775,MK-8669,A375,42.60021913,1
AZD1775,MK-8669,A427,28.16870642,1
AZD1775,MK-8669,CAOV3,21.90470536,1
AZD1775,MK-8669,ES2,30.71813145,1
AZD1775,MK-8669,HT144,20.25239339,1
AZD1775,MK-8669,HT29,22.90490363,1
AZD1775,MK-8669,KPL1,32.90502518,1
AZD1775,MK-8669,LNCAP,24.31792545,1
AZD1775,MK-8669,LOVO,19.9543678,1
AZD1775,MK-8669,MDAMB436,20.28457326,1
AZD1775,MK-8669,MSTO,27.456432,1
AZD1775,MK-8669,NCIH1650,36.96883119,1
AZD1775,MK-8669,NCIH2122,17.44297407,1
AZD1775,MK-8669,NCIH23,20.04664176,1
AZD1775,MK-8669,NCIH460,18.23200709,1
AZD1775,MK-8669,NCIH520,14.51877071,1
AZD1775,MK-8669,OV90,14.01449689,1
AZD1775,MK-8669,RKO,29.01960223,1
AZD1775,MK-8669,RPMI7951,33.03589298,1
AZD1775,MK-8669,SKMEL30,29.84403079,1
AZD1775,MK-8669,SKMES1,20.83918079,1
AZD1775,MK-8669,SKOV3,46.2955311,1
AZD1775,MK-8669,SW620,18.27944113,1
AZD1775,MK-8669,SW837,23.9856736,1
AZD1775,MK-8669,T47D,28.9104439,1
AZD1775,MK-8669,UACC62,31.87602611,1
AZD1775,MK-8669,VCAP,16.04126459,1
AZD1775,MK-8776,A2058,80.17940179,1
AZD1775,MK-8776,A2058,80.17940179,1
AZD1775,MK-8776,A2780,54.0791044,1
AZD1775,MK-8776,A375,71.75917754,1
AZD1775,MK-8776,A375,71.75917754,1
AZD1775,MK-8776,A427,70.6294923,1
AZD1775,MK-8776,A427,70.6294923,1
AZD1775,MK-8776,CAOV3,19.71513033,1
AZD1775,MK-8776,CAOV3,19.71513033,1
AZD1775,MK-8776,ES2,54.66785758,1
AZD1775,MK-8776,ES2,54.66785758,1
AZD1775,MK-8776,HCT116,44.04899659,1
AZD1775,MK-8776,HCT116,44.04899659,1
AZD1775,MK-8776,HT144,45.71018599,1
AZD1775,MK-8776,HT29,59.40748145,1
AZD1775,MK-8776,HT29,59.40748145,1
AZD1775,MK-8776,KPL1,18.14720718,1
AZD1775,MK-8776,LNCAP,17.57989115,1
AZD1775,MK-8776,LOVO,34.0180465,1
AZD1775,MK-8776,LOVO,34.0180465,1
AZD1775,MK-8776,MDAMB436,47.22748984,1
AZD1775,MK-8776,MSTO,42.8606636,1
AZD1775,MK-8776,NCIH1650,50.61714501,1
AZD1775,MK-8776,NCIH1650,50.61714501,1
AZD1775,MK-8776,NCIH2122,30.90669463,1
AZD1775,MK-8776,NCIH2122,30.90669463,1
AZD1775,MK-8776,NCIH23,43.90047467,1
AZD1775,MK-8776,NCIH23,43.90047467,1
AZD1775,MK-8776,NCIH460,33.94350197,1
AZD1775,MK-8776,NCIH520,40.75548759,1
AZD1775,MK-8776,OV90,32.25263687,1
AZD1775,MK-8776,RKO,58.45222688,1
AZD1775,MK-8776,RPMI7951,32.4372578,1
AZD1775,MK-8776,SKMEL30,64.51711716,1
AZD1775,MK-8776,SKOV3,63.47893218,1
AZD1775,MK-8776,SW620,18.68854311,1
AZD1775,MK-8776,SW620,18.68854311,1
AZD1775,MK-8776,SW837,28.51830428,1
AZD1775,MK-8776,UACC62,43.18698553,1
AZD1775,MK-8776,VCAP,78.22509908,1
AZD1775,MK-8776,ZR751,36.01811775,1
AZD1775,PD325901,A2780,28.30699896,1
AZD1775,PD325901,A375,14.74808401,1
AZD1775,PD325901,A427,21.85626393,1
AZD1775,PD325901,CAOV3,21.00331807,1
AZD1775,PD325901,ES2,13.90283072,1
AZD1775,PD325901,HCT116,17.52593294,1
AZD1775,PD325901,HT144,22.54632447,1
AZD1775,PD325901,KPL1,13.30571942,1
AZD1775,PD325901,LNCAP,-22.34432496,0
AZD1775,PD325901,MDAMB436,16.83724017,1
AZD1775,PD325901,MSTO,14.57129072,1
AZD1775,PD325901,NCIH1650,19.1323272,1
AZD1775,PD325901,OV90,-2.457937878,0
AZD1775,PD325901,RKO,24.39642072,1
AZD1775,PD325901,RPMI7951,13.39309174,1
AZD1775,PD325901,SKMES1,-2.634238429,0
AZD1775,PD325901,SKOV3,19.71677099,1
AZD1775,PD325901,SW837,11.578416,1
AZD1775,PD325901,T47D,-2.849065015,0
AZD1775,PD325901,UACC62,11.26424739,1
AZD1775,PD325901,ZR751,-5.428871101,0
AZD1775,SN-38,CAOV3,-4.103601947,0
AZD1775,SN-38,MSTO,13.26136492,1
AZD1775,SN-38,NCIH1650,21.22512843,1
AZD1775,SN-38,NCIH2122,-80.17199576,0
AZD1775,SN-38,NCIH23,-2.356416866,0
AZD1775,SN-38,NCIH460,-2.372889603,0
AZD1775,SN-38,OV90,-5.598044899,0
AZD1775,SN-38,RKO,-11.98206191,0
AZD1775,SN-38,SKMES1,11.6418485,1
AZD1775,SN-38,SKOV3,16.15652653,1
AZD1775,SN-38,SW620,-3.248693431,0
AZD1775,SN-38,SW837,18.0587245,1
AZD1775,SN-38,T47D,-18.69047823,0
AZD1775,SN-38,UACC62,13.0589024,1
AZD1775,SN-38,ZR751,16.55958879,1
AZD1775,SORAFENIB,A2058,-7.530589635,0
AZD1775,SORAFENIB,A2780,-1.507640394,0
AZD1775,SORAFENIB,CAOV3,-6.22326259,0
AZD1775,SORAFENIB,ES2,-3.386825906,0
AZD1775,SORAFENIB,HT29,-7.323390906,0
AZD1775,SORAFENIB,LNCAP,-2.635551587,0
AZD1775,SORAFENIB,LOVO,-6.000398286,0
AZD1775,SORAFENIB,MDAMB436,-3.4964197,0
AZD1775,SORAFENIB,MSTO,-7.593609703,0
AZD1775,SORAFENIB,NCIH2122,-8.830157899,0
AZD1775,SORAFENIB,NCIH23,-10.55821782,0
AZD1775,SORAFENIB,OV90,-5.025095386,0
AZD1775,SORAFENIB,RKO,-1.166652543,0
AZD1775,SORAFENIB,RPMI7951,-4.941736166,0
AZD1775,SORAFENIB,SKMES1,-7.363682557,0
AZD1775,SORAFENIB,SW620,-2.811948278,0
AZD1775,SORAFENIB,SW837,-1.303139641,0
AZD1775,SORAFENIB,VCAP,-20.82927107,0
AZD1775,SORAFENIB,ZR751,-15.88240417,0
AZD1775,TOPOTECAN,A375,-3.38614777,0
AZD1775,TOPOTECAN,A427,11.30980766,1
AZD1775,TOPOTECAN,ES2,-6.469664092,0
AZD1775,TOPOTECAN,HT29,11.67174548,1
AZD1775,TOPOTECAN,KPL1,11.78791028,1
AZD1775,TOPOTECAN,LNCAP,-94.59775759,0
AZD1775,TOPOTECAN,NCIH23,10.18189896,1
AZD1775,TOPOTECAN,NCIH460,-17.06965137,0
AZD1775,TOPOTECAN,OV90,-9.075561375,0
AZD1775,TOPOTECAN,RKO,-5.713063878,0
AZD1775,TOPOTECAN,RPMI7951,-6.691130158,0
AZD1775,TOPOTECAN,SKMEL30,13.8163619,1
AZD1775,TOPOTECAN,SKMES1,-11.42575829,0
AZD1775,TOPOTECAN,SW620,17.12354541,1
AZD1775,TOPOTECAN,ZR751,14.96885996,1
BEZ-235,DINACICLIB,A2058,12.82913573,1
BEZ-235,DINACICLIB,A2780,12.17241658,1
BEZ-235,DINACICLIB,A375,10.5437612,1
BEZ-235,DINACICLIB,A427,14.16332995,1
BEZ-235,DINACICLIB,ES2,16.34945631,1
BEZ-235,DINACICLIB,HCT116,-7.527744625,0
BEZ-235,DINACICLIB,KPL1,11.72142176,1
BEZ-235,DINACICLIB,LNCAP,23.10043252,1
BEZ-235,DINACICLIB,MDAMB436,18.55430973,1
BEZ-235,DINACICLIB,MSTO,-3.605839159,0
BEZ-235,DINACICLIB,NCIH1650,-1.120997508,0
BEZ-235,DINACICLIB,NCIH2122,14.71836608,1
BEZ-235,DINACICLIB,NCIH23,15.93107648,1
BEZ-235,DINACICLIB,NCIH460,16.8412469,1
BEZ-235,DINACICLIB,OV90,10.20552712,1
BEZ-235,DINACICLIB,RKO,18.57002875,1
BEZ-235,DINACICLIB,RPMI7951,12.8145305,1
BEZ-235,DINACICLIB,SKOV3,-15.47790974,0
BEZ-235,DINACICLIB,SW620,-0.653971449,0
BEZ-235,DINACICLIB,T47D,90.99144315,1
BEZ-235,DINACICLIB,UACC62,17.33194974,1
BEZ-235,DINACICLIB,VCAP,-1.834549475,0
BEZ-235,DINACICLIB,ZR751,13.90304744,1
BEZ-235,MK-8776,A2058,65.61573897,1
BEZ-235,MK-8776,A2780,29.54217132,1
BEZ-235,MK-8776,A375,84.87796409,1
BEZ-235,MK-8776,A427,36.46922909,1
BEZ-235,MK-8776,CAOV3,37.37857369,1
BEZ-235,MK-8776,ES2,43.08752858,1
BEZ-235,MK-8776,HCT116,24.48141098,1
BEZ-235,MK-8776,HT144,-140.3657077,0
BEZ-235,MK-8776,HT29,29.98637422,1
BEZ-235,MK-8776,KPL1,13.32160023,1
BEZ-235,MK-8776,LNCAP,-109.2773148,0
BEZ-235,MK-8776,LOVO,22.42661342,1
BEZ-235,MK-8776,MDAMB436,36.99710833,1
BEZ-235,MK-8776,MSTO,23.47580691,1
BEZ-235,MK-8776,NCIH1650,12.68550952,1
BEZ-235,MK-8776,NCIH2122,-5.35818739,0
BEZ-235,MK-8776,NCIH23,18.62736039,1
BEZ-235,MK-8776,NCIH460,41.27199381,1
BEZ-235,MK-8776,NCIH520,22.6156485,1
BEZ-235,MK-8776,OV90,16.50614027,1
BEZ-235,MK-8776,RKO,67.46701741,1
BEZ-235,MK-8776,SKMEL30,39.1988903,1
BEZ-235,MK-8776,SKOV3,10.33454509,1
BEZ-235,MK-8776,SW620,18.48575675,1
BEZ-235,MK-8776,SW837,-166.377562,0
BEZ-235,MK-8776,T47D,103.9669876,1
BEZ-235,MK-8776,UACC62,25.67113205,1
BEZ-235,MK-8776,VCAP,27.20109148,1
BEZ-235,MK-8776,ZR751,12.86505204,1
BEZ-235,SN-38,A2780,15.21455836,1
BEZ-235,SN-38,A375,29.91150099,1
BEZ-235,SN-38,CAOV3,11.92487122,1
BEZ-235,SN-38,HCT116,17.83694315,1
BEZ-235,SN-38,HT144,28.44695134,1
BEZ-235,SN-38,HT29,17.36395731,1
BEZ-235,SN-38,KPL1,30.14680216,1
BEZ-235,SN-38,LNCAP,82.50811929,1
BEZ-235,SN-38,LOVO,11.58051482,1
BEZ-235,SN-38,MDAMB436,20.69512266,1
BEZ-235,SN-38,MSTO,22.36229625,1
BEZ-235,SN-38,NCIH1650,18.49120807,1
BEZ-235,SN-38,NCIH2122,13.44956941,1
BEZ-235,SN-38,NCIH23,17.14897502,1
BEZ-235,SN-38,NCIH460,39.22686474,1
BEZ-235,SN-38,NCIH520,23.76332807,1
BEZ-235,SN-38,RKO,12.624241,1
BEZ-235,SN-38,RPMI7951,16.70517944,1
BEZ-235,SN-38,SKMEL30,22.03630487,1
BEZ-235,SN-38,SKMES1,24.81227003,1
